Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
KWT,KUWAIT,218.43,190.29,156.9,157.91,133.01,91.87,55.51,55.83,48.79,60.19,80.79,67.1,59.91,44.33,24.97,16.5,14.52,12.84,9.53,7.41,5.17,3.66,2.7,2.15,1.01
LAO,LAOS ,66.99,68.14,64.7,84.05,62.59,51.61,32.94,24.59,17.12,11.36,3.58,2.0,0.99,0.54,0.24,0.23,0.12,0.1,0.08,0.03,0.01,0.01,0.01,0.0,0.0
LBN,LEBANON,88.35,80.56,80.81,77.19,65.97,56.28,34.09,30.44,27.12,24.92,22.95,21.56,22.05,22.84,22.96,19.86,16.23,12.09,6.45,3.96,0.0,0.0,0.0,0.0,0.0
LBR,LIBERIA,73.35,59.4,56.79,49.53,39.7,28.39,23.27,15.98,8.27,4.89,2.96,1.51,0.16,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,LIBYA,161.12,165.04,155.77,163.85,180.45,159.85,125.56,77.83,69.07,35.75,9.08,2.34,1.31,0.95,0.77,0.59,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,SAINT LUCIA,102.59,116.31,119.42,120.78,111.73,108.3,101.34,86.39,62.99,63.88,61.79,61.2,8.93,1.7,1.59,1.48,1.24,1.06,0.94,0.68,0.36,,,,0.0
LIE,LIECHTENSTEIN,104.32,104.07,98.43,101.6,98.28,97.63,95.55,90.67,82.09,79.17,74.03,73.23,33.71,32.86,30.22,27.54,23.27,,,,,,,,0.0
LKA,SRI LANKA,103.16,95.5,91.63,87.55,83.62,79.15,54.19,39.32,26.88,16.85,11.2,7.14,4.84,3.51,2.28,1.37,0.94,0.62,0.39,0.28,0.16,0.08,0.01,0.01,0.01
LSO,LESOTHO,101.9,86.3,75.3,60.72,49.15,33.22,30.08,24.67,18.45,12.97,10.26,6.63,7.32,3.05,1.16,0.65,0.54,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0
LTU,LITHUANIA,147.04,151.34,165.06,162.22,159.4,159.95,159.79,153.98,145.68,132.45,91.54,62.22,48.1,29.41,14.98,9.4,7.52,4.61,1.41,0.41,0.12,0.03,0.01,0.0,0.0
LUX,LUXEMBURG,148.37,148.64,145.36,148.15,143.14,144.54,145.08,143.71,152.94,111.39,104.09,120.58,106.65,92.94,69.54,48.51,30.65,16.0,10.87,6.58,3.2,1.28,0.29,0.29,0.22
LVA,LATVIA,124.2,124.76,127.69,111.36,110.31,109.05,107.5,102.3,99.38,84.02,68.07,53.31,39.58,28.01,16.92,11.46,6.94,3.17,1.16,0.6,0.33,0.15,0.04,0.0,0.0
MAC,MACAU,322.59,304.08,289.78,247.71,209.92,198.88,183.75,161.05,132.63,113.8,94.31,80.77,62.17,44.39,32.66,27.76,19.61,12.83,11.05,9.0,5.47,3.93,2.78,1.31,0.62
MAR,MOROCCO,131.71,128.53,119.97,114.02,101.07,80.93,73.71,65.31,52.66,41.14,31.27,24.88,21.15,16.44,8.16,1.3,0.42,0.27,0.16,0.11,0.05,0.03,0.01,0.01,0.0
MCO,MONACO,88.46,93.74,88.33,85.31,63.55,63.34,61.65,58.26,53.27,50.85,47.23,45.74,45.55,44.19,43.41,41.14,36.41,23.05,17.44,9.79,8.41,3.82,0.0,0.0,0.0
MDA,"MOLDOVA, REPUBLIC OF",108.0,106.01,101.99,90.81,71.38,59.28,66.64,51.27,36.55,28.93,20.56,12.21,8.52,5.57,3.38,0.43,0.17,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
MDG,MADAGASCAR,38.22,36.91,39.38,40.04,36.58,30.66,24.27,11.45,5.56,2.79,1.88,1.64,0.97,0.91,0.4,0.23,0.09,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0
MDV,MALDIVES,189.38,181.19,165.63,159.79,151.78,143.21,138.8,101.72,89.51,68.43,38.72,23.11,14.82,6.8,2.8,1.09,0.61,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0
MEX,MEXICO,82.54,84.82,83.35,79.24,77.52,71.46,65.5,58.63,49.41,42.56,35.15,27.85,24.29,20.65,13.55,7.56,3.33,1.76,1.05,0.72,0.61,0.42,0.35,0.18,0.07
MHL,MARSHALL ISLANDS,29.37,,,,,,,,,1.27,1.24,1.15,1.06,0.94,0.86,0.85,0.66,0.9,0.71,0.52,0.55,0.0,0.0,0.0,0.0
MKD,MACEDONIA,109.1,106.17,106.17,105.2,102.44,92.51,93.75,85.59,60.36,54.11,47.25,37.29,17.61,10.81,5.64,2.4,1.49,0.62,0.05,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MALI,149.02,129.07,98.38,75.07,53.2,32.9,26.17,19.89,12.27,6.38,3.52,2.2,0.42,0.23,0.1,0.06,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
MLT,MALTA,126.98,129.75,124.42,122.37,107.26,99.81,91.64,88.03,83.24,78.12,74.08,70.42,67.45,58.52,28.08,9.25,5.58,4.41,3.14,2.73,1.91,1.37,0.91,0.6,0.0
MMR,MYANMAR (Burma) ,49.47,12.83,7.06,2.38,1.14,0.97,0.72,0.49,0.42,0.26,0.19,0.13,0.1,0.05,0.03,0.02,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0
MNE,MONTENEGRO,163.03,159.95,159.54,186.76,188.69,208.94,187.19,145.68,104.35,88.21,78.7,,,,,,,,,,,,,,
MNG,MONGOLIA,105.06,124.18,120.69,106.83,92.54,84.16,66.97,46.03,30.28,22.05,17.17,12.92,8.84,8.06,6.45,1.45,0.38,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0
MNP,NORTHERN MARIANA ISLANDS,,,,,,,,,,,30.95,27.56,25.02,19.18,4.38,4.32,,,,2.09,1.4,1.4,,,0.0
MOZ,MOZAMBIQUE,69.67,48.0,34.94,31.96,30.14,25.56,19.35,13.89,10.84,7.16,3.46,2.19,1.32,0.81,0.28,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRT,MAURITANIA,94.2,102.53,106.04,89.52,76.91,62.06,61.12,42.46,32.74,23.7,17.1,11.83,8.59,3.96,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSR,MONTSERRAT,87.63,88.39,83.23,84.0,84.8,62.02,66.31,72.85,89.15,,46.93,40.23,34.27,26.64,9.87,5.18,3.6,3.96,2.67,0.82,0.66,0.54,0.54,,0.0
MTQ,MARTINIQUE,,,,,,,,,,,74.74,70.68,76.35,73.72,42.06,26.68,14.51,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,MAURITIUS,132.25,123.24,119.87,104.79,96.77,88.58,84.47,76.12,63.49,54.16,45.32,38.4,28.99,22.84,15.19,8.68,5.18,3.68,1.82,1.04,0.51,0.37,0.27,0.23,0.21
MWI,MALAWI,30.5,32.33,29.21,25.56,20.76,17.06,10.66,7.66,4.66,3.26,1.77,1.1,0.72,0.48,0.43,0.2,0.1,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0
MYS,MALAYSIA,148.83,144.72,141.33,127.48,119.74,108.47,101.5,87.07,73.93,75.63,57.6,44.69,37.08,30.87,21.87,13.06,9.84,9.17,7.15,4.85,2.83,1.73,1.04,0.69,0.48
MYT,MAYOTTE,,,,,,,,,,,28.37,20.21,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,NAMIBIA,113.76,118.43,95.02,98.96,89.5,76.12,49.84,38.46,29.66,22.14,14.28,11.29,7.66,5.52,4.32,1.62,1.08,0.71,0.39,0.21,0.0,0.0,0.0,0.0,0.0
NCL,NEW CALEDONIA,93.56,93.76,91.25,91.0,89.62,86.28,82.06,74.76,66.72,58.7,51.73,43.86,36.74,31.75,23.78,12.35,6.46,2.63,1.06,0.44,0.0,0.0,0.0,0.0,0.0
NER,NIGER,44.44,39.29,31.45,28.72,23.08,16.98,12.88,6.34,3.53,2.46,1.36,0.67,0.49,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA,NIGERIA,77.84,73.29,66.8,57.96,54.66,47.96,41.66,27.45,22.55,13.32,6.73,2.38,1.21,0.21,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
NIC,NICARAGUA,114.57,111.98,97.66,81.68,68.05,58.23,54.83,44.72,33.13,20.52,13.71,8.78,4.52,3.18,1.77,0.88,0.37,0.16,0.11,0.09,0.05,0.01,0.0,0.0,0.0
NIU,NIUE,,,,,,,,,,,37.62,33.94,27.09,21.6,21.58,19.47,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,NETHERLANDS,116.42,116.16,117.97,118.98,115.43,121.66,124.98,117.29,105.62,97.13,91.24,81.82,75.43,76.49,67.81,42.77,21.36,11.0,6.55,3.5,2.1,1.42,1.1,0.77,0.53
NOR,NORWAY,116.51,116.27,116.09,115.81,114.48,110.73,109.07,106.71,104.28,102.81,98.61,89.05,83.54,79.58,71.78,59.64,46.67,38.0,28.76,22.51,13.58,8.62,6.6,5.5,4.64
NPL,NEPAL,82.49,76.85,60.45,49.18,34.25,21.09,16.0,12.6,4.51,0.9,0.47,0.33,0.09,0.07,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRU,NAURU,,,67.78,66.84,61.85,,,,,,,,,14.92,11.95,9.96,8.45,7.46,5.98,5.02,4.56,1.54,0.0,0.0,0.0
NZL,NEW ZEALAND,112.05,105.78,110.36,109.2,107.83,108.72,107.99,100.44,90.85,85.39,74.21,64.64,61.81,58.56,39.97,36.54,20.88,15.09,13.26,9.93,6.6,4.03,2.86,2.1,1.59
OMN,OMAN,157.75,154.65,159.25,159.0,164.34,149.09,124.13,97.29,71.16,52.86,32.72,24.86,20.06,14.43,7.39,5.57,4.51,2.43,0.69,0.37,0.32,0.27,0.24,0.19,0.15
PAK,PAKISTAN,73.33,70.13,67.06,61.81,57.28,55.46,52.7,38.34,21.45,8.08,3.24,1.58,1.13,0.51,0.21,0.19,0.14,0.1,0.05,0.03,0.02,0.01,0.01,0.01,0.0
PAN,PANAMA,158.05,162.97,163.42,180.08,180.7,167.78,110.18,86.24,63.42,51.95,38.14,21.37,16.54,15.25,13.43,7.78,2.93,0.82,0.25,0.0,0.0,0.0,0.0,0.0,0.0
PER,PERU,102.92,98.08,98.0,109.61,99.5,85.37,73.19,54.42,32.54,20.14,14.93,10.82,8.63,6.8,4.9,3.96,2.95,1.7,0.82,0.31,0.22,0.16,0.1,0.03,0.01
PHL,PHILIPPINES,111.22,104.5,105.45,99.09,88.98,82.26,75.37,64.52,49.07,40.52,39.1,27.25,19.0,15.33,8.31,3.75,2.33,1.85,1.35,0.71,0.25,0.15,0.09,0.05,0.0
PLW,PALAU,90.6,85.79,82.64,74.95,70.89,62.64,57.68,53.14,41.7,30.4,19.81,19.92,12.56,,,,,,,,,,,,
PNG,PAPUA NEW GUINEA,44.93,40.98,37.8,34.22,27.83,21.14,13.34,4.69,1.6,1.23,0.81,0.3,0.27,0.19,0.16,0.13,0.11,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0
POL,POLAND,156.45,149.08,141.55,131.29,122.92,117.31,115.02,108.38,96.21,76.34,60.42,45.49,36.31,26.11,17.59,10.31,5.02,2.11,0.56,0.19,0.1,0.04,0.01,0.0,0.0
PRI,PUERTO RICO,87.11,83.65,82.55,83.98,79.09,72.93,68.22,65.03,58.64,53.0,48.98,45.15,43.4,42.85,34.71,21.49,15.39,9.8,8.85,7.78,4.78,2.62,1.67,0.94,0.58
PRK,"KOREA, D.P.R.O.",11.19,9.72,6.87,4.06,1.76,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,PORTUGAL,111.8,113.04,112.39,116.39,115.3,111.48,132.92,127.68,116.04,108.91,100.89,95.82,83.4,77.07,64.67,45.52,30.08,14.8,6.54,3.38,1.73,1.01,0.37,0.13,0.07
PRY,PARAGUAY,105.6,103.69,101.59,99.33,91.66,88.52,92.86,76.64,53.75,31.96,30.19,31.16,29.92,21.06,15.34,8.31,4.51,1.68,0.67,0.33,0.16,0.07,0.03,0.0,0.0
PSE,STATE OF PALESTINE,72.08,73.74,74.3,70.12,64.88,45.99,34.43,27.42,22.58,15.94,12.51,7.71,7.48,5.35,0.22,,,,,,0.0,0.0,0.0,,0.0
PYF,FRENCH POLYNESIA,85.66,85.58,82.54,82.26,80.54,78.47,71.19,67.16,58.98,47.08,38.12,24.18,21.32,27.89,16.82,9.41,4.84,2.43,1.24,0.53,0.0,0.0,0.0,0.0,0.0
QAT,QATAR,145.76,152.64,126.86,120.48,124.96,124.6,105.18,109.7,95.06,87.29,68.07,57.03,42.35,29.08,20.36,14.75,11.95,8.21,5.61,3.69,2.33,0.87,0.86,0.84,0.8
REU,REUNION,,,,,,,,,,,73.87,67.44,59.64,56.09,37.36,15.27,7.04,3.81,2.03,0.81,0.0,0.0,0.0,0.0,0.0
ROU,ROMANIA,105.91,105.58,104.99,107.39,111.43,114.54,111.4,92.66,72.47,60.39,46.1,31.71,22.97,17.23,11.16,6.03,2.85,0.88,0.07,0.04,0.01,0.0,0.0,0.0,0.0
RUS,RUSSIA,155.14,152.84,145.33,142.05,165.5,160.1,138.87,119.18,104.84,83.37,51.08,24.94,12.1,5.3,2.22,0.93,0.51,0.33,0.15,0.06,0.02,0.01,0.0,0.0,0.0
RWA,RWANDA,64.02,56.8,49.67,39.9,32.75,23.07,12.94,6.4,3.25,2.36,1.48,1.43,0.92,0.74,0.46,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,SAUDI ARABIA,179.56,184.2,187.36,194.51,189.17,167.43,136.54,109.59,77.64,57.37,38.49,31.67,22.95,12.1,6.83,4.26,3.25,1.74,1.01,0.09,0.09,0.09,0.09,0.09,0.09
SDN,SUDAN,72.2,72.85,74.36,68.78,41.54,36.11,28.95,20.36,11.9,4.76,2.8,1.44,0.53,0.3,0.07,0.04,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
SEN,SENEGAL,98.84,92.93,83.57,70.16,64.43,54.83,44.03,30.5,25.75,15.35,10.22,7.33,5.33,2.98,2.54,0.91,0.29,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
SGP,SINGAPORE,158.13,155.92,152.13,150.12,145.4,138.69,132.3,125.19,103.78,97.53,91.21,84.07,80.1,74.36,70.12,42.66,29.31,23.23,12.07,8.79,6.95,5.44,3.76,2.64,1.71
SLB,SOLOMON ISLANDS,65.76,57.57,54.98,51.09,21.94,9.71,5.96,2.21,1.46,1.28,0.66,0.24,0.23,0.23,0.28,0.27,0.18,0.17,0.09,0.06,0.04,0.0,0.0,0.0,0.0
SLE,SIERRA LEONE,76.66,65.66,36.96,36.43,34.77,20.56,18.24,14.33,,,,2.4,1.49,0.63,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,EL SALVADOR,144.03,141.82,137.34,132.93,123.84,122.36,112.99,100.24,63.18,39.72,30.29,19.07,14.79,14.33,12.48,8.63,2.33,0.69,0.4,0.23,0.09,0.03,0.0,0.0,0.0
SMR,SAN MARINO,118.85,116.95,115.21,114.23,99.11,97.56,79.88,57.61,57.72,57.6,58.33,58.89,59.72,57.72,53.78,36.02,18.92,9.0,8.79,9.11,7.48,5.18,3.63,,0.0
SOM,SOMALIA,50.9,49.38,22.56,18.17,6.73,6.83,6.86,6.73,6.33,5.91,6.06,2.49,1.28,1.12,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPM,ST. PIERRE AND MIQUELON,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB,SERBIA,122.13,119.39,117.77,130.25,125.3,124.4,119.83,104.48,81.46,67.02,47.18,,,,,,,,,,,,,,
SSD,SOUTH SUDAN,24.5,25.26,21.22,17.34,14.45,,,,,,,,,,,,,,,,,,,,
STP,SAO TOME AND PRINCIPE,64.94,64.94,64.95,62.8,57.64,46.66,30.04,18.42,11.6,7.73,5.13,3.27,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR,SURINAME,170.57,161.07,106.46,100.71,99.28,146.86,127.5,74.45,63.34,46.6,43.13,34.61,22.57,18.38,8.8,3.8,1.32,0.5,0.55,0.39,0.32,0.25,0.0,0.0,0.0
SVK,SLOVAKIA (SLOVAK REPUBLIC),116.94,113.91,111.91,109.98,109.05,101.34,101.93,112.25,90.66,84.21,79.34,68.28,54.26,39.85,23.08,12.33,8.64,3.72,0.53,0.23,0.11,0.06,0.03,0.0,0.0
SVN,SLOVENIA,112.08,110.21,108.39,105.17,103.3,102.75,101.1,95.46,90.57,87.95,92.68,87.33,83.78,73.88,61.1,31.74,8.13,4.71,2.07,1.37,0.82,0.33,0.17,0.03,0.0
SWE,SWEDEN,127.84,125.53,124.57,121.22,117.16,112.13,108.44,110.46,105.69,100.82,97.81,98.43,89.2,80.76,71.82,57.83,46.37,35.77,28.16,22.75,15.71,8.86,7.56,6.59,5.39
SWZ,SWAZILAND,72.32,71.47,65.39,63.24,60.83,56.61,46.07,33.48,22.36,18.11,13.24,7.81,6.28,5.12,3.1,1.34,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYC,SEYCHELLES,162.19,147.34,147.8,137.9,128.92,122.18,103.98,86.7,79.74,67.52,63.4,58.45,54.15,45.24,32.54,20.73,6.66,2.91,1.37,0.07,0.0,0.0,0.0,0.0,0.0
SYR,SYRIAN ARAB REPUBLIC,70.95,56.13,59.3,59.24,54.32,47.65,34.68,31.87,24.86,16.24,13.27,6.85,2.35,1.2,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCA,TURKS AND CAICOS ISLANDS,,,,,,,,,,,100.24,82.7,41.64,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCD,CHAD,39.75,35.56,35.36,30.34,24.53,20.06,14.51,8.59,4.5,2.1,1.27,0.7,0.38,0.26,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGO,TOGO,68.97,62.53,49.86,41.64,41.27,35.6,25.88,20.4,12.45,7.83,6.16,4.63,3.22,1.9,1.03,0.36,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THA,THAILAND,144.44,140.05,127.29,116.33,108.02,99.51,93.43,80.17,60.9,46.46,41.43,33.52,27.35,11.97,4.9,3.8,3.25,3.66,3.1,2.2,1.26,0.71,0.43,0.22,0.11
TJK,TAJIKISTAN,95.13,91.83,81.51,80.92,77.89,65.79,50.49,29.99,30.92,3.89,2.03,0.73,0.21,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKL,TOKELAU,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKM,TURKMENISTAN,135.78,116.89,114.06,103.79,63.42,42.84,23.08,7.86,4.52,2.21,1.07,0.2,0.18,0.18,0.17,0.09,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,EAST TIMOR,58.74,57.38,55.74,56.02,43.82,32.97,11.9,7.55,4.82,3.32,2.66,2.15,,,,,,,,,,,,,0.0
TON,TONGA,64.28,54.59,53.36,52.6,52.16,51.18,49.03,45.48,29.57,29.59,16.35,11.23,3.39,0.24,0.18,0.14,0.13,0.12,0.31,0.31,0.0,0.0,0.0,0.0,0.0
TTO,TRINIDAD AND TOBAGO,147.34,144.94,140.84,136.99,142.63,139.61,137.2,115.25,116.52,71.25,50.46,26.2,20.57,20.13,12.77,3.06,2.08,1.36,0.76,0.51,0.21,0.13,0.1,0.03,0.0
TUN,TUNISIA,128.49,115.6,118.11,115.2,104.54,93.21,82.78,76.34,72.23,56.52,37.55,19.47,5.89,4.03,1.25,0.58,0.42,0.08,0.07,0.04,0.03,0.03,0.02,0.01,0.01
TUR,TURKEY,94.79,92.96,91.46,89.41,85.63,88.12,93.55,89.18,76.74,64.37,51.92,42.29,35.87,30.53,25.54,13.05,5.72,2.67,1.36,0.75,0.3,0.15,0.11,0.09,0.06
TUV,TUVALU,38.41,34.43,28.4,21.64,16.28,10.2,,18.44,16.44,13.41,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA,"TANZANIA, UNITED REPUBLIC OF",62.77,55.72,56.96,55.37,46.66,40.03,30.71,20.07,14.04,7.63,5.14,3.53,1.69,0.79,0.32,0.15,0.12,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0
UGA,UGANDA,52.43,48.08,45.0,47.5,37.74,28.55,26.92,13.65,6.76,4.58,4.2,2.89,1.52,1.13,0.52,0.24,0.13,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0
UKR,UKRAINE,144.08,138.06,130.34,121.34,117.11,118.75,119.84,118.41,104.7,63.67,28.95,13.59,7.66,4.58,1.67,0.44,0.23,0.11,0.06,0.03,0.01,0.0,0.0,0.0,0.0
URY,URUGUAY,160.8,154.62,147.13,140.61,131.59,122.35,104.75,89.99,69.97,34.73,18.04,14.96,15.43,15.63,12.37,9.64,4.6,3.03,2.42,1.24,0.21,0.16,0.05,0.0,0.0
USA,UNITED STATES,98.41,97.08,96.01,94.44,91.31,88.62,85.21,82.06,76.29,68.32,62.55,54.85,48.85,44.69,38.47,30.58,24.89,20.14,16.24,12.6,9.1,6.1,4.25,2.94,2.08
UZB,UZBEKISTAN,73.79,74.31,71.03,90.37,75.45,59.94,45.79,21.34,9.61,2.76,2.11,1.26,0.74,0.51,0.21,0.16,0.11,0.07,0.04,0.02,0.0,0.0,0.0,0.0,0.0
VCT,SAINT VINCENT AND THE GRENADINES,105.16,114.63,116.11,120.53,120.56,110.86,119.18,101.33,80.47,64.94,66.32,58.06,9.23,6.94,2.19,1.32,0.69,0.32,0.26,0.2,0.14,0.08,0.06,,0.0
VEN,VENEZUELA,98.95,101.61,102.05,97.56,96.0,98.39,97.49,86.13,69.1,46.76,32.07,27.19,25.82,26.03,22.32,15.81,8.56,4.66,2.58,1.83,1.48,0.86,0.38,0.08,0.04
VGB,VIRGIN ISLANDS (BRITISH),169.56,188.44,173.39,168.04,174.57,177.19,89.44,83.42,,,,,37.18,,,,,,6.37,,,,,,0.0
VIR,VIRGIN ISLANDS (U.S.),,,,,,,,,,74.51,59.43,45.54,41.64,37.78,32.25,27.67,23.09,14.81,,,,,,,0.0
VNM,VIET NAM,147.11,134.97,145.02,141.6,125.29,111.37,85.7,52.02,22.03,11.29,5.89,3.29,2.3,1.53,0.97,0.41,0.28,0.21,0.09,0.03,0.02,0.01,0.0,0.0,0.0
VUT,VANUATU,60.41,50.34,59.08,56.65,71.92,57.05,15.97,11.82,6.99,6.06,5.15,3.92,2.53,0.18,0.2,0.17,0.12,0.12,0.09,0.07,0.04,0.0,0.0,0.0,0.0
WLF,WALLIS AND FUTUNA ISLANDS,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSM,SAMOA,55.53,52.47,53.1,,48.38,,,47.19,25.13,13.34,8.95,5.91,1.53,1.42,1.43,1.4,0.86,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,YEMEN,68.49,69.01,58.28,50.07,48.7,37.4,29.7,20.53,14.41,11.31,7.53,3.54,2.62,0.82,0.18,0.16,0.1,0.08,0.06,0.05,0.06,0.04,0.01,0.0,0.0
ZAF,SOUTH AFRICA,149.68,145.64,130.56,123.2,97.9,91.25,89.52,85.28,81.08,70.4,43.82,35.97,29.67,23.7,18.59,11.74,7.66,4.28,2.26,1.29,0.84,0.1,0.03,0.02,0.02
ZMB,ZAMBIA,67.34,71.5,74.78,59.88,41.21,34.36,28.41,21.79,14.12,8.28,4.16,2.21,1.31,1.17,0.98,0.29,0.09,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0
ZWE,ZIMBABWE,80.82,96.35,91.91,68.87,58.88,30.96,12.94,9.62,6.67,5.09,3.35,2.87,2.68,2.49,2.13,1.4,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
