Country code,Country name,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
LBR,LIBERIA,3.82,,,,,2.456,,,,,6.592,,,,,-0.22,,,,,-0.88,,,,,2.988,,,,,3.003,,,,,2.746,,,,,2.499,,,,,2.238,,,,,2.072,,,,,1.651
LBY,LIBYA,1.535,,,,,1.554,,,,,1.729,,,,,2.168,,,,,2.609,,,,,3.888,,,,,3.907,,,,,3.975,,,,,3.856,,,,,3.617,,,,,3.026,,,,,1.957
LCA,SAINT LUCIA,1.4,,,,,1.05,,,,,1.304,,,,,1.243,,,,,1.78,,,,,1.381,,,,,1.443,,,,,1.049,,,,,1.569,,,,,1.376,,,,,0.735,,,,,0.914
LIE,LIECHTENSTEIN,0.779,,,,,0.971,,,,,1.421,,,,,1.397,,,,,1.062,,,,,1.047,,,,,1.976,,,,,1.942,,,,,2.628,,,,,2.442,,,,,2.14,,,,,1.501
LKA,SRI LANKA,0.794,,,,,1.139,,,,,0.652,,,,,1.032,,,,,1.372,,,,,1.464,,,,,1.778,,,,,1.937,,,,,2.323,,,,,2.327,,,,,2.273,,,,,1.79
LSO,LESOTHO,0.845,,,,,0.736,,,,,1.135,,,,,1.867,,,,,1.693,,,,,2.315,,,,,2.581,,,,,2.145,,,,,2.016,,,,,1.836,,,,,1.554,,,,,1.415
LTU,LITHUANIA,-1.375,,,,,-1.248,,,,,-0.728,,,,,-0.378,,,,,0.736,,,,,0.754,,,,,0.785,,,,,1.01,,,,,1.117,,,,,1.368,,,,,1.046,,,,,0.479
LUX,LUXEMBURG,2.074,,,,,0.973,,,,,1.325,,,,,1.335,,,,,0.796,,,,,0.155,,,,,0.56,,,,,0.826,,,,,0.568,,,,,0.967,,,,,0.601,,,,,0.617
LVA,LATVIA,-1.27,,,,,-1.252,,,,,-0.959,,,,,-1.367,,,,,0.625,,,,,0.539,,,,,0.454,,,,,0.757,,,,,0.903,,,,,1.174,,,,,1.132,,,,,0.666
MAC,MACAU,2.656,,,,,1.612,,,,,1.612,,,,,2.045,,,,,3.885,,,,,3.696,,,,,-0.16,,,,,-0.223,,,,,3.863,,,,,3.759,,,,,-1.133,,,,,-1.592
MAR,MOROCCO,0.983,,,,,0.962,,,,,1.352,,,,,1.677,,,,,2.044,,,,,2.359,,,,,2.258,,,,,2.108,,,,,2.434,,,,,2.674,,,,,3.206,,,,,3.119
MCO,MONACO,1.72,,,,,1.049,,,,,0.88,,,,,0.84,,,,,0.413,,,,,1.505,,,,,1.19,,,,,1.411,,,,,0.172,,,,,0.725,,,,,2.66,,,,,-0.345
MDA,"MOLDOVA, REPUBLIC OF",-1.058,,,,,-1.729,,,,,-1.098,,,,,-0.115,,,,,0.696,,,,,0.998,,,,,0.871,,,,,1.316,,,,,1.495,,,,,2.097,,,,,2.679,,,,,2.305
MDG,MADAGASCAR,2.839,,,,,2.997,,,,,3.147,,,,,3.057,,,,,2.913,,,,,2.641,,,,,2.874,,,,,2.83,,,,,2.619,,,,,2.468,,,,,2.308,,,,,2.135
MDV,MALDIVES,1.806,,,,,1.743,,,,,2.148,,,,,2.53,,,,,3.244,,,,,3.468,,,,,2.812,,,,,3.218,,,,,2.373,,,,,2.614,,,,,2.318,,,,,1.441
MEX,MEXICO,1.252,,,,,1.279,,,,,1.703,,,,,2.055,,,,,2.007,,,,,2.028,,,,,2.622,,,,,3.047,,,,,3.118,,,,,3.178,,,,,3.232,,,,,3.019
MHL,MARSHALL ISLANDS,0.142,,,,,-0.04,,,,,0.442,,,,,1.514,,,,,4.203,,,,,4.519,,,,,3.571,,,,,4.528,,,,,3.313,,,,,3.285,,,,,1.073,,,,,1.337
MKD,MACEDONIA,0.116,,,,,0.366,,,,,0.847,,,,,-0.429,,,,,0.598,,,,,0.57,,,,,1.345,,,,,0.934,,,,,1.38,,,,,1.412,,,,,1.364,,,,,1.822
MLI,MALI,3.161,,,,,3.034,,,,,2.646,,,,,2.421,,,,,1.455,,,,,1.897,,,,,1.685,,,,,1.596,,,,,1.234,,,,,1.052,,,,,1.026,,,,,0.871
MLT,MALTA,0.476,,,,,0.351,,,,,0.593,,,,,1.055,,,,,1.14,,,,,1.436,,,,,1.374,,,,,0.202,,,,,-0.141,,,,,-0.46,,,,,-0.055,,,,,0.199
MMR,MYANMAR (Burma) ,0.686,,,,,0.701,,,,,1.333,,,,,1.467,,,,,1.775,,,,,2.233,,,,,2.358,,,,,2.407,,,,,2.459,,,,,2.232,,,,,2.165,,,,,1.908
MNE,MONTENEGRO,0.138,,,,,0.151,,,,,-0.113,,,,,0.002,,,,,0.665,,,,,0.526,,,,,0.862,,,,,0.851,,,,,0.948,,,,,1.13,,,,,1.639,,,,,2.235
MNG,MONGOLIA,1.422,,,,,1.048,,,,,0.847,,,,,1.017,,,,,2.559,,,,,2.576,,,,,2.654,,,,,2.917,,,,,2.884,,,,,2.945,,,,,2.221,,,,,1.833
MNP,NORTHERN MARIANA ISLANDS,-3.566,,,,,-1.224,,,,,3.475,,,,,5.371,,,,,7.421,,,,,11.529,,,,,2.253,,,,,2.859,,,,,3.368,,,,,2.05,,,,,4.537,,,,,2.738
MOZ,MOZAMBIQUE,2.633,,,,,2.789,,,,,2.683,,,,,3.275,,,,,0.341,,,,,1.88,,,,,2.678,,,,,2.328,,,,,2.188,,,,,2.053,,,,,1.849,,,,,1.581
MRT,MAURITANIA,2.747,,,,,2.999,,,,,2.97,,,,,2.852,,,,,2.716,,,,,2.827,,,,,2.876,,,,,2.907,,,,,2.928,,,,,2.905,,,,,2.78,,,,,2.459
MSR,MONTSERRAT,0.724,,,,,-0.736,,,,,-14.498,,,,,-0.958,,,,,-1.072,,,,,-1.022,,,,,0.235,,,,,0.258,,,,,-0.363,,,,,-0.434,,,,,-3.334,,,,,1.116
MTQ,MARTINIQUE,0.231,,,,,0.609,,,,,0.828,,,,,0.565,,,,,1.064,,,,,0.867,,,,,-0.146,,,,,0.173,,,,,0.873,,,,,1.993,,,,,2.731,,,,,2.027
MUS,MAURITIUS,0.293,,,,,0.461,,,,,0.976,,,,,1.334,,,,,0.774,,,,,1.004,,,,,1.59,,,,,1.531,,,,,1.854,,,,,2.643,,,,,2.91,,,,,2.915
MWI,MALAWI,2.996,,,,,2.649,,,,,2.554,,,,,1.065,,,,,5.254,,,,,3.051,,,,,3.257,,,,,3.139,,,,,2.618,,,,,2.397,,,,,2.146,,,,,1.892
MYS,MALAYSIA,1.799,,,,,1.969,,,,,2.445,,,,,2.587,,,,,2.886,,,,,2.613,,,,,2.331,,,,,2.42,,,,,2.619,,,,,3.185,,,,,3.023,,,,,2.766
MYT,MAYOTTE,3.102,,,,,3.231,,,,,3.985,,,,,5.548,,,,,5.289,,,,,5.045,,,,,3.849,,,,,4.148,,,,,3.829,,,,,4.794,,,,,4.705,,,,,4.524
NAM,NAMIBIA,1.446,,,,,1.316,,,,,2.749,,,,,3.118,,,,,4.164,,,,,2.531,,,,,2.236,,,,,2.977,,,,,2.679,,,,,2.494,,,,,2.284,,,,,2.045
NCL,NEW CALEDONIA,1.488,,,,,1.706,,,,,2.085,,,,,2.315,,,,,1.813,,,,,1.632,,,,,2.023,,,,,3.99,,,,,2.824,,,,,3.111,,,,,2.833,,,,,0.883
NER,NIGER,3.739,,,,,3.64,,,,,3.627,,,,,3.348,,,,,2.906,,,,,2.783,,,,,2.806,,,,,2.78,,,,,2.799,,,,,2.788,,,,,2.6,,,,,2.705
NGA,NIGERIA,2.693,,,,,2.55,,,,,2.502,,,,,2.514,,,,,2.614,,,,,2.593,,,,,2.958,,,,,2.487,,,,,2.218,,,,,2.109,,,,,1.896,,,,,1.653
NIC,NICARAGUA,1.302,,,,,1.343,,,,,1.81,,,,,2.375,,,,,2.184,,,,,2.643,,,,,2.998,,,,,3.072,,,,,3.024,,,,,3.011,,,,,3.256,,,,,3.045
NIU,NIUE,-2.769,,,,,-2.39,,,,,-2.63,,,,,-1.468,,,,,-3.041,,,,,-4.511,,,,,-3.098,,,,,-5.117,,,,,0.137,,,,,1.072,,,,,0.58,,,,,0.103
NLD,NETHERLANDS,0.38,,,,,0.55,,,,,0.563,,,,,0.699,,,,,0.598,,,,,0.511,,,,,0.705,,,,,0.966,,,,,1.183,,,,,1.346,,,,,1.335,,,,,1.264
NOR,NORWAY,1.122,,,,,0.583,,,,,0.596,,,,,0.555,,,,,0.439,,,,,0.32,,,,,0.377,,,,,0.662,,,,,0.798,,,,,0.778,,,,,0.871,,,,,0.981
NPL,NEPAL,1.193,,,,,1.74,,,,,2.376,,,,,2.563,,,,,2.3,,,,,2.307,,,,,2.224,,,,,2.149,,,,,2.03,,,,,1.8,,,,,1.626,,,,,1.558
NRU,NAURU,-0.179,,,,,0.145,,,,,0.144,,,,,1.701,,,,,2.271,,,,,1.753,,,,,1.149,,,,,1.703,,,,,2.472,,,,,5.161,,,,,4.047,,,,,4.079
NZL,NEW ZEALAND,1.101,,,,,1.382,,,,,0.972,,,,,1.568,,,,,0.776,,,,,0.758,,,,,0.411,,,,,1.787,,,,,1.407,,,,,2.05,,,,,2.096,,,,,2.258
OMN,OMAN,2.109,,,,,2.802,,,,,0.349,,,,,3.484,,,,,3.78,,,,,5.217,,,,,5.381,,,,,3.953,,,,,2.936,,,,,2.494,,,,,2.137,,,,,1.656
PAK,PAKISTAN,1.835,,,,,1.875,,,,,2.538,,,,,2.628,,,,,3.175,,,,,3.395,,,,,3.201,,,,,2.816,,,,,2.693,,,,,2.555,,,,,2.216,,,,,1.647
PAN,PANAMA,1.774,,,,,1.94,,,,,2.051,,,,,2.063,,,,,2.152,,,,,2.304,,,,,2.529,,,,,2.786,,,,,2.907,,,,,2.99,,,,,2.902,,,,,2.674
PER,PERU,1.081,,,,,1.283,,,,,1.652,,,,,1.898,,,,,2.178,,,,,2.387,,,,,2.668,,,,,2.783,,,,,2.805,,,,,2.877,,,,,2.713,,,,,2.553
PHL,PHILIPPINES,1.702,,,,,2.001,,,,,2.188,,,,,2.331,,,,,2.626,,,,,2.728,,,,,2.756,,,,,2.854,,,,,2.938,,,,,3.254,,,,,3.387,,,,,3.54
PLW,PALAU,0.558,,,,,0.75,,,,,2.109,,,,,2.683,,,,,1.934,,,,,2.321,,,,,-0.136,,,,,1.346,,,,,1.256,,,,,2.243,,,,,3.088,,,,,2.086
PNG,PAPUA NEW GUINEA,2.359,,,,,2.502,,,,,2.632,,,,,2.519,,,,,2.454,,,,,2.687,,,,,2.698,,,,,2.865,,,,,2.385,,,,,1.883,,,,,1.537,,,,,1.284
POL,POLAND,-0.004,,,,,-0.076,,,,,-0.067,,,,,0.172,,,,,0.459,,,,,0.902,,,,,0.936,,,,,0.828,,,,,0.775,,,,,1.145,,,,,1.61,,,,,1.94
PRI,PUERTO RICO,-0.276,,,,,-0.19,,,,,0.573,,,,,0.953,,,,,0.861,,,,,1.111,,,,,1.673,,,,,1.576,,,,,1.001,,,,,1.801,,,,,0.94,,,,,0.263
PRK,"KOREA, D.P.R.O.",0.569,,,,,0.834,,,,,0.966,,,,,1.497,,,,,1.454,,,,,1.556,,,,,1.305,,,,,2.433,,,,,2.769,,,,,1.876,,,,,2.49,,,,,-0.897
PRT,PORTUGAL,0.149,,,,,0.393,,,,,0.41,,,,,0.395,,,,,-0.078,,,,,0.352,,,,,1.222,,,,,1.155,,,,,-0.497,,,,,0.03,,,,,0.488,,,,,0.573
PRY,PARAGUAY,1.799,,,,,1.97,,,,,2.163,,,,,2.443,,,,,2.752,,,,,2.93,,,,,2.626,,,,,2.426,,,,,2.635,,,,,2.657,,,,,2.597,,,,,2.565
PSE,STATE OF PALESTINE,2.396,,,,,2.103,,,,,4.194,,,,,4.438,,,,,3.363,,,,,3.058,,,,,2.662,,,,,3.235,,,,,-1.148,,,,,2.159,,,,,1.582,,,,,1.16
PYF,FRENCH POLYNESIA,1.008,,,,,1.432,,,,,1.952,,,,,1.629,,,,,2.483,,,,,2.881,,,,,2.993,,,,,3.346,,,,,3.353,,,,,3.591,,,,,2.517,,,,,2.662
QAT,QATAR,15.13,,,,,6.487,,,,,3.389,,,,,1.008,,,,,5.005,,,,,10.115,,,,,6.17,,,,,8.151,,,,,7.929,,,,,8.823,,,,,5.557,,,,,7.203
REU,REUNION,1.311,,,,,1.438,,,,,1.776,,,,,1.963,,,,,1.776,,,,,1.853,,,,,0.985,,,,,0.961,,,,,3.35,,,,,3.039,,,,,2.812,,,,,3.234
ROU,ROMANIA,-0.229,,,,,-0.247,,,,,-0.507,,,,,-0.353,,,,,0.41,,,,,0.44,,,,,0.848,,,,,1.089,,,,,1.316,,,,,0.618,,,,,1.192,,,,,1.373
RUS,RUSSIA,-0.044,,,,,-0.389,,,,,-0.249,,,,,0.061,,,,,0.634,,,,,0.707,,,,,0.646,,,,,0.571,,,,,0.572,,,,,1.074,,,,,1.469,,,,,1.635
RWA,RWANDA,2.782,,,,,2.323,,,,,7.872,,,,,-4.84,,,,,3.316,,,,,3.463,,,,,3.299,,,,,2.986,,,,,2.992,,,,,1.944,,,,,2.994,,,,,2.886
SAU,SAUDI ARABIA,1.979,,,,,4.069,,,,,1.631,,,,,2.72,,,,,3.992,,,,,5.98,,,,,5.766,,,,,4.802,,,,,3.702,,,,,3.383,,,,,2.726,,,,,2.592
SDN,SUDAN,2.422,,,,,2.604,,,,,2.452,,,,,4.074,,,,,3.145,,,,,3.409,,,,,3.545,,,,,3.312,,,,,3.157,,,,,2.984,,,,,2.804,,,,,2.639
SEN,SENEGAL,2.778,,,,,2.671,,,,,2.48,,,,,2.957,,,,,3.092,,,,,2.9,,,,,2.555,,,,,3.002,,,,,2.896,,,,,2.768,,,,,2.659,,,,,2.326
SGP,SINGAPORE,2.44,,,,,2.749,,,,,2.357,,,,,2.875,,,,,2.152,,,,,2.299,,,,,1.302,,,,,1.738,,,,,1.969,,,,,2.804,,,,,4.482,,,,,4.898
SHN,ST. HELENA,-1.969,,,,,-1.757,,,,,-0.669,,,,,-0.902,,,,,-0.198,,,,,0.942,,,,,0.575,,,,,1.165,,,,,1.085,,,,,-0.525,,,,,-0.809,,,,,-0.105
SLB,SOLOMON ISLANDS,2.298,,,,,2.588,,,,,2.757,,,,,2.829,,,,,2.822,,,,,3.213,,,,,3.515,,,,,3.76,,,,,3.163,,,,,2.986,,,,,2.887,,,,,2.555
SLE,SIERRA LEONE,2.328,,,,,4.25,,,,,1.055,,,,,-0.58,,,,,2.406,,,,,2.393,,,,,2.399,,,,,2.161,,,,,1.74,,,,,1.436,,,,,1.184,,,,,0.925
SLV,EL SALVADOR,0.474,,,,,0.378,,,,,0.72,,,,,1.457,,,,,1.316,,,,,1.421,,,,,1.927,,,,,2.497,,,,,2.825,,,,,3.135,,,,,2.619,,,,,2.011
SMR,SAN MARINO,0.716,,,,,1.98,,,,,0.98,,,,,1.241,,,,,1.159,,,,,1.249,,,,,1.62,,,,,0.613,,,,,1.856,,,,,2.497,,,,,2.233,,,,,1.486
SOM,SOMALIA,2.587,,,,,2.733,,,,,3.032,,,,,0.078,,,,,0.818,,,,,-0.07,,,,,9.01,,,,,2.381,,,,,2.31,,,,,2.152,,,,,2.02,,,,,1.915
SPM,ST. PIERRE AND MIQUELON,-0.299,,,,,-0.429,,,,,-0.095,,,,,0.07,,,,,0.556,,,,,0.357,,,,,0.391,,,,,1.503,,,,,1.373,,,,,0.703,,,,,0.801,,,,,0.658
SRB,SERBIA,-0.631,,,,,-0.625,,,,,-0.198,,,,,1.272,,,,,0.606,,,,,0.838,,,,,1.005,,,,,0.896,,,,,0.678,,,,,0.778,,,,,1.042,,,,,1.535
SSD,SOUTH SUDAN,4.246,,,,,3.786,,,,,4.047,,,,,-1.179,,,,,1.134,,,,,2.94,,,,,2.653,,,,,2.428,,,,,2.221,,,,,1.987,,,,,1.651,,,,,1.04
STP,SAO TOME AND PRINCIPE,2.843,,,,,2.068,,,,,1.342,,,,,2.098,,,,,2.352,,,,,1.891,,,,,2.786,,,,,2.133,,,,,2.724,,,,,0.168,,,,,1.78,,,,,-0.41
SUR,SURINAME,0.993,,,,,1.361,,,,,1.37,,,,,1.378,,,,,1.574,,,,,0.559,,,,,0.067,,,,,-0.429,,,,,2.273,,,,,2.715,,,,,2.97,,,,,3.024
SVK,SLOVAKIA (SLOVAK REPUBLIC),0.155,,,,,0.013,,,,,0.093,,,,,0.32,,,,,0.459,,,,,0.667,,,,,1.004,,,,,0.917,,,,,0.688,,,,,1.134,,,,,1.634,,,,,2.077
SVN,SLOVENIA,0.532,,,,,0.108,,,,,-0.023,,,,,-0.119,,,,,0.569,,,,,1.225,,,,,1.006,,,,,0.848,,,,,0.478,,,,,0.627,,,,,0.609,,,,,0.792
SWE,SWEDEN,0.765,,,,,0.353,,,,,0.103,,,,,0.616,,,,,0.493,,,,,0.096,,,,,0.287,,,,,0.354,,,,,0.78,,,,,0.687,,,,,0.597,,,,,0.7
SWZ,SWAZILAND,1.541,,,,,0.755,,,,,1.981,,,,,2.208,,,,,4.024,,,,,3.127,,,,,3.086,,,,,2.965,,,,,2.592,,,,,2.293,,,,,2.562,,,,,2.364
SXM,SINT MAARTEN (DUTCH PART),2.568,,,,,3.528,,,,,-2.398,,,,,4.27,,,,,8.113,,,,,7.468,,,,,6.312,,,,,6.617,,,,,8.599,,,,,9.087,,,,,5.9,,,,,6.864
SYC,SEYCHELLES,0.923,,,,,1.756,,,,,1.119,,,,,1.646,,,,,0.142,,,,,0.981,,,,,2.058,,,,,2.549,,,,,2.275,,,,,2.358,,,,,1.257,,,,,1.349
SYR,SYRIAN ARAB REPUBLIC,3.399,,,,,2.082,,,,,2.652,,,,,2.822,,,,,3.093,,,,,3.497,,,,,3.379,,,,,3.408,,,,,3.338,,,,,3.232,,,,,3.158,,,,,2.778
TCA,TURKS AND CAICOS ISLANDS,3.17,,,,,6.747,,,,,4.156,,,,,5.668,,,,,3.904,,,,,4.665,,,,,2.788,,,,,3.008,,,,,-0.131,,,,,-0.193,,,,,1.928,,,,,0.59
TCD,CHAD,3.147,,,,,3.753,,,,,3.466,,,,,3.189,,,,,3.12,,,,,2.414,,,,,1.973,,,,,2.299,,,,,1.922,,,,,1.955,,,,,1.86,,,,,1.785
TGO,TOGO,2.589,,,,,2.6,,,,,2.54,,,,,2.465,,,,,3.043,,,,,3.573,,,,,2.423,,,,,2.61,,,,,4.272,,,,,1.559,,,,,1.398,,,,,1.093
THA,THAILAND,0.255,,,,,1.006,,,,,1.108,,,,,0.831,,,,,1.677,,,,,1.878,,,,,2.248,,,,,2.759,,,,,2.953,,,,,3.016,,,,,2.915,,,,,2.756
TJK,TAJIKISTAN,2.28,,,,,1.909,,,,,1.343,,,,,1.759,,,,,3.082,,,,,2.952,,,,,2.759,,,,,3.122,,,,,3.186,,,,,3.75,,,,,3.023,,,,,2.945
TKL,TOKELAU,-1.28,,,,,-4.978,,,,,0.417,,,,,-1.138,,,,,-1.253,,,,,1.961,,,,,-0.269,,,,,-0.551,,,,,-3.464,,,,,0.537,,,,,3.026,,,,,0.503
TKM,TURKMENISTAN,1.202,,,,,1.066,,,,,1.443,,,,,2.652,,,,,2.546,,,,,2.423,,,,,2.538,,,,,2.821,,,,,2.933,,,,,3.413,,,,,3.235,,,,,2.254
TLS,EAST TIMOR,1.617,,,,,3.078,,,,,-0.305,,,,,2.853,,,,,2.6,,,,,2.555,,,,,-2.649,,,,,1.85,,,,,1.97,,,,,1.835,,,,,1.589,,,,,1.258
TON,TONGA,0.612,,,,,0.603,,,,,0.42,,,,,0.16,,,,,0.256,,,,,0.202,,,,,1.028,,,,,0.921,,,,,2.525,,,,,3.766,,,,,2.149,,,,,3.168
TTO,TRINIDAD AND TOBAGO,0.475,,,,,0.452,,,,,0.206,,,,,0.535,,,,,0.852,,,,,1.519,,,,,1.409,,,,,1.339,,,,,0.723,,,,,1.453,,,,,2.735,,,,,2.73
TUN,TUNISIA,1.123,,,,,1.018,,,,,1.231,,,,,1.982,,,,,2.474,,,,,2.613,,,,,2.522,,,,,2.196,,,,,2.316,,,,,2.506,,,,,2.309,,,,,2.369
TUR,TURKEY,1.257,,,,,1.396,,,,,1.53,,,,,1.61,,,,,1.869,,,,,2.268,,,,,2.275,,,,,2.39,,,,,2.296,,,,,2.357,,,,,2.551,,,,,2.655
TUV,TUVALU,0.273,,,,,0.576,,,,,0.412,,,,,0.489,,,,,0.807,,,,,1.431,,,,,0.931,,,,,1.039,,,,,1.352,,,,,2.215,,,,,1.86,,,,,1.477
TZA,"TANZANIA, UNITED REPUBLIC OF",2.94,,,,,2.642,,,,,2.552,,,,,3.225,,,,,3.078,,,,,3.128,,,,,3.132,,,,,3.216,,,,,3.046,,,,,2.962,,,,,2.84,,,,,2.667
UGA,UGANDA,3.364,,,,,3.366,,,,,3.147,,,,,3.358,,,,,3.579,,,,,3.11,,,,,2.953,,,,,2.729,,,,,3.287,,,,,3.321,,,,,2.809,,,,,2.683
UKR,UKRAINE,-0.466,,,,,-0.799,,,,,-0.834,,,,,-0.199,,,,,0.278,,,,,0.385,,,,,0.492,,,,,0.698,,,,,0.791,,,,,1.183,,,,,1.279,,,,,1.409
URY,URUGUAY,0.28,,,,,0.026,,,,,0.59,,,,,0.723,,,,,0.641,,,,,0.649,,,,,0.594,,,,,0.145,,,,,0.838,,,,,1.192,,,,,1.354,,,,,1.164
USA,UNITED STATES,0.923,,,,,0.932,,,,,1.199,,,,,1.036,,,,,1.019,,,,,0.991,,,,,0.955,,,,,0.89,,,,,0.997,,,,,1.381,,,,,1.728,,,,,1.598
UZB,UZBEKISTAN,1.283,,,,,0.956,,,,,1.573,,,,,2.205,,,,,2.4,,,,,2.577,,,,,2.731,,,,,3.101,,,,,3.14,,,,,3.575,,,,,3.303,,,,,2.78
VAT,HOLY SEE (VATICAN CITY STATE),0.025,,,,,0.278,,,,,0.153,,,,,0.284,,,,,0.607,,,,,0.57,,,,,-0.082,,,,,2.356,,,,,-5.544,,,,,-1.159,,,,,0.022,,,,,0.0
VCT,SAINT VINCENT AND THE GRENADINES,0.104,,,,,0.157,,,,,-0.042,,,,,0.114,,,,,0.572,,,,,0.775,,,,,0.998,,,,,1.109,,,,,1.017,,,,,1.204,,,,,1.923,,,,,1.859
VEN,VENEZUELA,1.663,,,,,1.815,,,,,1.993,,,,,2.251,,,,,2.613,,,,,2.751,,,,,3.394,,,,,3.444,,,,,3.294,,,,,3.645,,,,,3.923,,,,,4.028
VGB,VIRGIN ISLANDS (BRITISH),3.225,,,,,2.309,,,,,2.273,,,,,2.257,,,,,4.25,,,,,3.804,,,,,0.982,,,,,1.33,,,,,2.127,,,,,1.846,,,,,0.893,,,,,0.645
VIR,VIRGIN ISLANDS (U.S.),-0.259,,,,,-0.137,,,,,0.277,,,,,0.716,,,,,-0.272,,,,,1.23,,,,,2.747,,,,,5.839,,,,,5.116,,,,,8.378,,,,,2.112,,,,,1.83
VNM,VIET NAM,0.943,,,,,0.979,,,,,1.241,,,,,1.964,,,,,2.224,,,,,2.323,,,,,2.201,,,,,2.323,,,,,2.746,,,,,2.962,,,,,2.997,,,,,2.543
VUT,VANUATU,2.419,,,,,2.469,,,,,1.906,,,,,2.749,,,,,2.404,,,,,2.346,,,,,2.929,,,,,3.135,,,,,2.785,,,,,3.075,,,,,2.965,,,,,2.822
WLF,WALLIS AND FUTUNA ISLANDS,-0.98,,,,,-0.349,,,,,0.494,,,,,0.375,,,,,0.505,,,,,3.729,,,,,4.17,,,,,0.619,,,,,-0.848,,,,,1.487,,,,,1.877,,,,,2.146
WSM,SAMOA,0.667,,,,,0.6,,,,,0.517,,,,,0.876,,,,,0.351,,,,,0.567,,,,,0.544,,,,,1.115,,,,,2.387,,,,,3.133,,,,,2.851,,,,,2.751
YEM,YEMEN,2.449,,,,,2.784,,,,,3.085,,,,,4.84,,,,,4.004,,,,,3.987,,,,,3.382,,,,,1.818,,,,,1.792,,,,,1.778,,,,,1.259,,,,,0.539
ZAF,SOUTH AFRICA,1.291,,,,,1.457,,,,,1.586,,,,,2.372,,,,,2.187,,,,,2.521,,,,,2.47,,,,,2.656,,,,,2.545,,,,,2.602,,,,,2.458,,,,,2.344
ZMB,ZAMBIA,2.835,,,,,2.542,,,,,2.664,,,,,2.392,,,,,2.745,,,,,3.132,,,,,3.277,,,,,3.384,,,,,3.148,,,,,2.996,,,,,2.744,,,,,2.494
ZWE,ZIMBABWE,0.568,,,,,0.328,,,,,1.433,,,,,2.133,,,,,3.323,,,,,3.904,,,,,3.333,,,,,3.397,,,,,3.265,,,,,3.285,,,,,3.162,,,,,3.077
