Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
AFG,AFGHANISTAN,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,ANGOLA,,,,,,,,32.4,,,,,,54.5,,,,,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,ALBANIA,,,,,,22.8,,,,29.6,,,,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,ARGENTINA,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,ARMENIA,,,,,21.7,,,,,18.8,,,,18.2,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,AZERBAIJAN,,18.2,,,,,,,28.5,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,BURUNDI,,,,61.7,,,,,,,,,,,65.5,,,,,,,,,,,,,54.2,,,,,,,,,,,,,,,,,
BEN,BENIN,,,,,,,,,47.9,,,,,40.9,,,,,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,BURKINA FASO,,,,,37.4,37.9,,,45.3,,,45.2,,,,47.1,,,,,,42.6,,,,,,,,,,,,,,,,,,,,,,,
BGD,BANGLADESH,,39.6,,40.7,,,,43.8,47.4,48.3,49.5,50.2,54.9,56.1,58.8,63.9,62.9,59.8,67.0,68.4,70.5,72.5,74.4,76.1,,,,,,,,,,,,,,,,,,,,,
BGR,BULGARIA,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,BOSNIA AND HERZEGOWINA,,,8.9,,,,,,12.8,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,BELARUS,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,BELIZE,,,,18.6,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,BOLIVIA,,,,,,,28.1,,,,33.5,,,,,,34.3,,,,37.3,,,,,45.6,,,,,,,,,,,,,,,,,,,
BRA,BRAZIL,,,,,,,,8.3,,,,,,,,,,,15.4,,,,,,,20.9,,,,,,,,,,,,,,,,,,,
BRB,BARBADOS,,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,
BRN,BRUNEI DARUSSALAM,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,BHUTAN,,,,,33.6,,37.7,,,,,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,BOTSWANA,,,,,,,34.0,,,,,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,CENTRAL AFRICAN REPUBLIC,,,,43.6,,,,,47.7,,,,,,46.4,,,,,43.3,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,
CHL,CHILE,2.1,2.0,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,CHINA,,,,,9.9,13.2,,,,12.6,,,22.7,,18.5,,20.2,,,32.0,,,38.8,,31.4,,,,,,,,,,,,,,,,,,,,
CIV,COTE D'IVOIRE,,,32.9,,,,,40.1,43.4,,,,,,,31.7,,,,,34.2,,,,,,,,,,,,,,,,,,,,,,,,
CMR,CAMEROON,,,,35.3,,,,,39.1,,36.9,,,,,,40.3,,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,
COD,"CONGO, THE DRC",45.0,,,,47.5,,,48.5,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,CONGO,,,25.8,,,,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,COLOMBIA,,,,,13.7,,,,,17.8,,,,,19.0,,,,,22.1,,,,,,,,,29.0,,,,,,,,,,,,,,,,
COM,COMOROS,,,34.1,,,,,,,,,,,,46.5,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,COSTA RICA,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,CZECH REPUBLIC,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,GERMANY,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,DJIBOUTI,,,33.8,,,,,,34.0,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,DOMINICAN REPUBLIC,,8.0,,,,,,11.2,,,,,13.2,,9.4,,,,16.3,,,,,23.9,,,,,27.1,,,,,,,,,,,,,,,,
DZA,ALGERIA,,,,,,,,,,16.7,,,25.1,,24.9,,,,,22.9,,,23.1,,,,,,,,,,,,,,,,,,,,,,
ECU,ECUADOR,,25.8,,,,,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,EGYPT,23.6,,,,,,33.0,,,25.4,,22.4,,,26.6,,,,36.4,,,31.8,,35.7,,,37.0,,,,,,,,,,,,,,,,,,
ERI,ERITREA,,,,,51.2,,,,,,,,45.4,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,ETHIOPIA,41.0,,,46.1,,,,,,51.8,,,,,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,FIJI,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,GABON,,,19.8,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,GEORGIA,,,,,,12.3,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,GHANA,,,,25.3,,,30.5,,29.8,,,38.5,,,,34.4,,,,,37.2,,,,,,36.5,,,,,,,,,,,,,,,,,,
GIN,GUINEA,,,32.4,,,,41.5,,,42.0,,,,,,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,GAMBIA,,,,,25.4,,,,28.6,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,GUINEA-BISSAU,,,,,34.4,,29.3,,48.5,,,,,,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNQ,EQUATORIAL GUINEA,,,,,30.3,,,,,,36.0,,,,46.0,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,GUATEMALA,,,,,,48.7,,,,,,,54.5,,,54.6,,,,56.8,,,,,,,,64.2,,,,,,,,,,,,,,,,,
GUY,GUYANA,,,,,,20.5,,18.8,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,HONDURAS,,,24.4,,,,,,31.5,,,,,36.2,,,,,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,HAITI,,,23.4,,,,,,33.2,,,,,,30.9,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,
IDN,INDONESIA,,37.2,,,40.8,,,41.3,,,29.8,,,43.2,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,INDIA,,,,,,,,,47.9,,,,,,,51.2,,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,,
IRQ,IRAQ,,,,23.5,,,,,28.7,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,JAMAICA,,,5.6,,6.0,,6.9,3.5,6.0,,5.7,,7.2,8.9,9.4,7.5,9.6,10.7,13.7,12.2,13.6,,,,,,,,,,,,,,,,,,,,,,,,
JOR,JORDAN,,,9.3,,,7.9,,,,,,,11.9,,,,,11.9,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,
JPN,JAPAN,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,KAZAKHSTAN,,,,13.2,,,,,17.9,,,,,,,14.4,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,KENYA,,,,,,37.3,,,,,,39.4,,,44.6,,41.2,,,,,43.8,,,,,,,,,,,,,,,,,,,,,,,
KGZ,KYRGYZSTAN,,,19.9,,,23.1,,,18.7,,,,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,CAMBODIA,,,,42.3,,,40.9,,46.6,,,,,,49.6,,,,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"KOREA, REPUBLIC OF",,,,2.4,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,KUWAIT,7.3,5.1,4.1,4.4,4.5,4.2,5.2,5.9,4.3,5.1,4.0,4.7,4.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,LAOS ,,,45.5,,,,,,48.3,,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,LEBANON,,,,,,,,,,,16.0,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,LIBERIA,,34.8,,,,,,41.9,,,,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,LIBYA,,,,,,,,22.2,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,SRI LANKA,,,14.8,,,19.8,,18.1,,,,,,,17.0,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,
LSO,LESOTHO,,,,,43.1,,,,,48.0,,,,,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,MOROCCO,,,,15.8,,,,,,,24.4,,,,,,,30.9,,,,,31.2,,,,,35.1,,,,,,,,,,,,,,,,,
MDA,"MOLDOVA, REPUBLIC OF",,,5.8,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,MADAGASCAR,,,,,,51.6,,,,,54.2,,,,,,,59.5,,,,,64.1,,,,,,,,,,,,,,,,,,,,,,
MDV,MALDIVES,,,,,,21.6,,,,,,,,32.6,,,53.5,,,,36.6,,,,,,,,,,,,,,,,,,,,,,,,
MEX,MEXICO,,,15.1,,,,,,16.0,,,,,,,23.0,,,,,,,,,,42.7,,,,,,,,,,,,,,,,,,,
MKD,MACEDONIA,,,,5.6,,,,,,13.5,1.4,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,MALI,,,,,,,,,40.7,,,,,43.9,,,,,39.0,,,,,,,,,34.2,,,,,,,,,,,,,,,,,
MMR,MYANMAR (Burma) ,,,,,36.7,,,,,,,41.5,,,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,MONTENEGRO,,10.3,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,MONGOLIA,,,,,16.4,,,,,29.2,27.1,,,,31.4,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,MOZAMBIQUE,,,,45.3,,,46.8,,,,,49.5,,,,,,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,MAURITANIA,,,24.4,31.2,,,25.8,30.4,,,,,,40.2,,,,,,,,,,,56.9,,,,,,,,,,,,,,,,,,,,
MWI,MALAWI,,,,,51.8,52.4,,,55.4,55.0,,,,,56.6,,,,,,,,58.1,,,,,,,,,,,,,,,,,,,,,,
MYS,MALAYSIA,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,NAMIBIA,,25.6,,,,,,32.0,,,,,,,30.3,,,,,,,,39.3,,,,,,,,,,,,,,,,,,,,,,
NER,NIGER,,,44.8,,,,,,56.8,,,,,,56.2,,49.5,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,
NGA,NIGERIA,34.9,38.0,,37.0,,,43.1,44.3,,,,45.9,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,
NIC,NICARAGUA,,,,,,,,24.0,,21.5,,,,26.6,,,29.5,,,,,31.4,,,,,,,,,,,,,,,,,,,,,,,
NLD,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,
NPL,NEPAL,,,,41.3,,,,,49.1,,,,,57.1,,,62.6,,56.8,,,,,,,,,,,,,,,,,,,,,74.9,,,,,
OMN,OMAN,,,,,,11.3,,,,,,,,,,14.2,,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,PAKISTAN,,48.4,,43.8,,,,,,,,,,42.2,,,,,,,43.2,,,56.7,,,,,,,,,,,,,,,,,,,,,
PAN,PANAMA,,,,,,,19.5,,,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,PERU,,,18.8,20.1,25.1,24.8,30.5,,,33.2,,,,,32.5,,,,32.9,,,,39.1,,,,,,,,,,,,,,,,,,,,,,
PHL,PHILIPPINES,,,,34.9,,,33.5,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,PAPUA NEW GUINEA,,,,50.9,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,54.1,,,,,,,,,,,,,
PRK,"KOREA, D.P.R.O.",,,29.9,,,32.4,,,,,,,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,
PSE,STATE OF PALESTINE,,,,,11.9,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,ROMANIA,,,,,,,,,,,,,14.4,16.1,14.8,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,RWANDA,,,,47.4,,,,,,53.1,,,,,50.8,,,,,,,,59.4,,,,,,,,,,,,,,,,,,,,,,
SAU,SAUDI ARABIA,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,SUDAN,,,,,,,,,40.0,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,SENEGAL,20.9,20.9,17.3,29.7,,,,,,21.3,,,,,32.3,,,,,,,36.0,,,,,,,31.0,,,,,,,,,,,,,,,,
SGP,SINGAPORE,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,
SLB,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,30.1
SLE,SIERRA LEONE,,39.0,,,47.5,,39.5,,,49.0,,,,,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,EL SALVADOR,,,,,,,21.3,,,,,25.6,,,,,33.4,,,,,30.3,,,,,39.5,,,,,,,,,,,,,,,,,,
SOM,SOMALIA,,,,,,27.7,,,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,SERBIA,,,,,5.9,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,SOUTH SUDAN,,,,,33.1,,,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,SAO TOME AND PRINCIPE,,,,,,31.2,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,SURINAME,,,,,9.9,,,,11.6,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,SWAZILAND,,,,,34.1,,,33.0,,,,,,,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,SYRIAN ARAB REPUBLIC,,,,,,28.4,,,30.1,,,,,32.9,,,,,,,,34.5,,,,,,,,,,,,,,,,,,,,,,,
TCD,CHAD,,,,,40.4,,,,,,45.3,,,,41.3,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,TOGO,,,,,31.6,,28.4,,30.7,,,,,,,,34.3,,,,,,,,,,40.4,,,,,,,,,,,,,,,,,,
THA,THAILAND,,,16.4,,,,,,16.5,,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,,
TJK,TAJIKISTAN,,,26.7,,,30.8,,41.1,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,EAST TIMOR,,,,,59.8,,56.3,,,,,,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,TONGA,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,
TUN,TUNISIA,,,11.3,,,,,,9.9,,,,,,,,,,,30.9,,,,,,,20.9,,,,,,,,,,,,,39.6,,,,,
TUR,TURKEY,10.9,,,,,,,,,,14.7,,,,,,19.5,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,
TZA,"TANZANIA, UNITED REPUBLIC OF",,,,35.3,45.9,45.6,,,,47.1,,,,,,51.0,,,52.5,,,,52.5,,,,,,,,,,,,,,,,,,,,,,
UGA,UGANDA,,,,37.3,,,,,41.2,,,,,47.5,,,,,,48.5,,,,,,51.6,,,,,,,,,,,,,,,,,,,
UKR,UKRAINE,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,URUGUAY,,,,13.2,,,,13.4,,,16.1,19.4,15.8,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,UNITED STATES,,,3.0,,3.2,,,,3.9,,4.5,,4.1,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,
UZB,UZBEKISTAN,,,,,,,,,19.5,,,,26.2,,,,,,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,VIET NAM,,,,23.4,,,31.9,33.9,33.1,34.7,35.4,36.9,38.8,,45.0,45.4,,,,,,61.4,,,,,,,,,,,,,,,,,,,,,,,
VUT,VANUATU,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,YEMEN,,,,47.0,,,,,,,,58.5,,,,,,60.3,,,,,46.5,,,,,,,,,,,,,,,,,,,,,,
ZAF,SOUTH AFRICA,,,,,,,,,,35.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,ZAMBIA,,,,,,,,48.8,,,,,54.1,,,59.9,,50.0,,,,,49.7,,,,,,,,,,,,,,,,,,,,,,
ZWE,ZIMBABWE,31.1,,,36.0,,37.8,,,38.6,,,,,,,35.6,,,,,31.6,,,,,,33.1,,,,,,,,,,,,,,,,,,
